"country","year","month","flu_activity","dengue_activity","infant_mortality","life_expectancy","continent"
Mexico,2003,"06",,0.079,18.2,74.9,Americas
Mexico,2003,"07",,0.086,18.2,74.9,Americas
Mexico,2003,"07",,0.086,18.2,74.9,Americas
Mexico,2003,"07",,0.086,18.2,74.9,Americas
Mexico,2003,"07",,0.086,18.2,74.9,Americas
Mexico,2003,"07",,0.072,18.2,74.9,Americas
Mexico,2003,"07",,0.072,18.2,74.9,Americas
Mexico,2003,"07",,0.072,18.2,74.9,Americas
Mexico,2003,"07",,0.072,18.2,74.9,Americas
Mexico,2003,"07",,0.068,18.2,74.9,Americas
Mexico,2003,"07",,0.068,18.2,74.9,Americas
Mexico,2003,"07",,0.068,18.2,74.9,Americas
Mexico,2003,"07",,0.068,18.2,74.9,Americas
Mexico,2003,"07",,0.065,18.2,74.9,Americas
Mexico,2003,"07",,0.065,18.2,74.9,Americas
Mexico,2003,"07",,0.065,18.2,74.9,Americas
Mexico,2003,"07",,0.065,18.2,74.9,Americas
Mexico,2003,"08",,0.084,18.2,74.9,Americas
Mexico,2003,"08",,0.084,18.2,74.9,Americas
Mexico,2003,"08",,0.084,18.2,74.9,Americas
Mexico,2003,"08",,0.084,18.2,74.9,Americas
Mexico,2003,"08",,0.084,18.2,74.9,Americas
Mexico,2003,"08",,0.095,18.2,74.9,Americas
Mexico,2003,"08",,0.095,18.2,74.9,Americas
Mexico,2003,"08",,0.095,18.2,74.9,Americas
Mexico,2003,"08",,0.095,18.2,74.9,Americas
Mexico,2003,"08",,0.095,18.2,74.9,Americas
Mexico,2003,"08",,0.092,18.2,74.9,Americas
Mexico,2003,"08",,0.092,18.2,74.9,Americas
Mexico,2003,"08",,0.092,18.2,74.9,Americas
Mexico,2003,"08",,0.092,18.2,74.9,Americas
Mexico,2003,"08",,0.092,18.2,74.9,Americas
Mexico,2003,"08",,0.089,18.2,74.9,Americas
Mexico,2003,"08",,0.089,18.2,74.9,Americas
Mexico,2003,"08",,0.089,18.2,74.9,Americas
Mexico,2003,"08",,0.089,18.2,74.9,Americas
Mexico,2003,"08",,0.089,18.2,74.9,Americas
Mexico,2003,"08",,0.063,18.2,74.9,Americas
Mexico,2003,"08",,0.063,18.2,74.9,Americas
Mexico,2003,"08",,0.063,18.2,74.9,Americas
Mexico,2003,"08",,0.063,18.2,74.9,Americas
Mexico,2003,"08",,0.063,18.2,74.9,Americas
Mexico,2003,"09",683,0.188,18.2,74.9,Americas
Mexico,2003,"09",,0.188,18.2,74.9,Americas
Mexico,2003,"09",,0.188,18.2,74.9,Americas
Mexico,2003,"09",,0.188,18.2,74.9,Americas
Mexico,2003,"09",683,0.137,18.2,74.9,Americas
Mexico,2003,"09",,0.137,18.2,74.9,Americas
Mexico,2003,"09",,0.137,18.2,74.9,Americas
Mexico,2003,"09",,0.137,18.2,74.9,Americas
Mexico,2003,"09",683,0.124,18.2,74.9,Americas
Mexico,2003,"09",,0.124,18.2,74.9,Americas
Mexico,2003,"09",,0.124,18.2,74.9,Americas
Mexico,2003,"09",,0.124,18.2,74.9,Americas
Mexico,2003,"09",683,0.165,18.2,74.9,Americas
Mexico,2003,"09",,0.165,18.2,74.9,Americas
Mexico,2003,"09",,0.165,18.2,74.9,Americas
Mexico,2003,"09",,0.165,18.2,74.9,Americas
Mexico,2003,"10",755,0.182,18.2,74.9,Americas
Mexico,2003,"10",858,0.182,18.2,74.9,Americas
Mexico,2003,"10",800,0.182,18.2,74.9,Americas
Mexico,2003,"10",707,0.182,18.2,74.9,Americas
Mexico,2003,"10",755,0.157,18.2,74.9,Americas
Mexico,2003,"10",858,0.157,18.2,74.9,Americas
Mexico,2003,"10",800,0.157,18.2,74.9,Americas
Mexico,2003,"10",707,0.157,18.2,74.9,Americas
Mexico,2003,"10",755,0.16,18.2,74.9,Americas
Mexico,2003,"10",858,0.16,18.2,74.9,Americas
Mexico,2003,"10",800,0.16,18.2,74.9,Americas
Mexico,2003,"10",707,0.16,18.2,74.9,Americas
Mexico,2003,"10",755,0.122,18.2,74.9,Americas
Mexico,2003,"10",858,0.122,18.2,74.9,Americas
Mexico,2003,"10",800,0.122,18.2,74.9,Americas
Mexico,2003,"10",707,0.122,18.2,74.9,Americas
Mexico,2003,"11",880,0.088,18.2,74.9,Americas
Mexico,2003,"11",843,0.088,18.2,74.9,Americas
Mexico,2003,"11",957,0.088,18.2,74.9,Americas
Mexico,2003,"11",894,0.088,18.2,74.9,Americas
Mexico,2003,"11",979,0.088,18.2,74.9,Americas
Mexico,2003,"11",880,0.132,18.2,74.9,Americas
Mexico,2003,"11",843,0.132,18.2,74.9,Americas
Mexico,2003,"11",957,0.132,18.2,74.9,Americas
Mexico,2003,"11",894,0.132,18.2,74.9,Americas
Mexico,2003,"11",979,0.132,18.2,74.9,Americas
Mexico,2003,"11",880,0.159,18.2,74.9,Americas
Mexico,2003,"11",843,0.159,18.2,74.9,Americas
Mexico,2003,"11",957,0.159,18.2,74.9,Americas
Mexico,2003,"11",894,0.159,18.2,74.9,Americas
Mexico,2003,"11",979,0.159,18.2,74.9,Americas
Mexico,2003,"11",880,0.127,18.2,74.9,Americas
Mexico,2003,"11",843,0.127,18.2,74.9,Americas
Mexico,2003,"11",957,0.127,18.2,74.9,Americas
Mexico,2003,"11",894,0.127,18.2,74.9,Americas
Mexico,2003,"11",979,0.127,18.2,74.9,Americas
Mexico,2003,"11",880,0.079,18.2,74.9,Americas
Mexico,2003,"11",843,0.079,18.2,74.9,Americas
Mexico,2003,"11",957,0.079,18.2,74.9,Americas
Mexico,2003,"11",894,0.079,18.2,74.9,Americas
Mexico,2003,"11",979,0.079,18.2,74.9,Americas
Mexico,2003,"12",1242,0.083,18.2,74.9,Americas
Mexico,2003,"12",1264,0.083,18.2,74.9,Americas
Mexico,2003,"12",1346,0.083,18.2,74.9,Americas
Mexico,2003,"12",1025,0.083,18.2,74.9,Americas
Mexico,2003,"12",1242,0.042,18.2,74.9,Americas
Mexico,2003,"12",1264,0.042,18.2,74.9,Americas
Mexico,2003,"12",1346,0.042,18.2,74.9,Americas
Mexico,2003,"12",1025,0.042,18.2,74.9,Americas
Mexico,2003,"12",1242,0.055,18.2,74.9,Americas
Mexico,2003,"12",1264,0.055,18.2,74.9,Americas
Mexico,2003,"12",1346,0.055,18.2,74.9,Americas
Mexico,2003,"12",1025,0.055,18.2,74.9,Americas
Mexico,2003,"12",1242,0.066,18.2,74.9,Americas
Mexico,2003,"12",1264,0.066,18.2,74.9,Americas
Mexico,2003,"12",1346,0.066,18.2,74.9,Americas
Mexico,2003,"12",1025,0.066,18.2,74.9,Americas
Mexico,2004,"01",977,0.041,17.4,75.2,Americas
Mexico,2004,"01",1026,0.041,17.4,75.2,Americas
Mexico,2004,"01",1108,0.041,17.4,75.2,Americas
Mexico,2004,"01",976,0.041,17.4,75.2,Americas
Mexico,2004,"01",977,0.034,17.4,75.2,Americas
Mexico,2004,"01",1026,0.034,17.4,75.2,Americas
Mexico,2004,"01",1108,0.034,17.4,75.2,Americas
Mexico,2004,"01",976,0.034,17.4,75.2,Americas
Mexico,2004,"01",977,0.033,17.4,75.2,Americas
Mexico,2004,"01",1026,0.033,17.4,75.2,Americas
Mexico,2004,"01",1108,0.033,17.4,75.2,Americas
Mexico,2004,"01",976,0.033,17.4,75.2,Americas
Mexico,2004,"01",977,0.036,17.4,75.2,Americas
Mexico,2004,"01",1026,0.036,17.4,75.2,Americas
Mexico,2004,"01",1108,0.036,17.4,75.2,Americas
Mexico,2004,"01",976,0.036,17.4,75.2,Americas
Mexico,2004,"02",944,0.033,17.4,75.2,Americas
Mexico,2004,"02",939,0.033,17.4,75.2,Americas
Mexico,2004,"02",932,0.033,17.4,75.2,Americas
Mexico,2004,"02",913,0.033,17.4,75.2,Americas
Mexico,2004,"02",974,0.033,17.4,75.2,Americas
Mexico,2004,"02",944,0.037,17.4,75.2,Americas
Mexico,2004,"02",939,0.037,17.4,75.2,Americas
Mexico,2004,"02",932,0.037,17.4,75.2,Americas
Mexico,2004,"02",913,0.037,17.4,75.2,Americas
Mexico,2004,"02",974,0.037,17.4,75.2,Americas
Mexico,2004,"02",944,0.031,17.4,75.2,Americas
Mexico,2004,"02",939,0.031,17.4,75.2,Americas
Mexico,2004,"02",932,0.031,17.4,75.2,Americas
Mexico,2004,"02",913,0.031,17.4,75.2,Americas
Mexico,2004,"02",974,0.031,17.4,75.2,Americas
Mexico,2004,"02",944,0.032,17.4,75.2,Americas
Mexico,2004,"02",939,0.032,17.4,75.2,Americas
Mexico,2004,"02",932,0.032,17.4,75.2,Americas
Mexico,2004,"02",913,0.032,17.4,75.2,Americas
Mexico,2004,"02",974,0.032,17.4,75.2,Americas
Mexico,2004,"02",944,0.04,17.4,75.2,Americas
Mexico,2004,"02",939,0.04,17.4,75.2,Americas
Mexico,2004,"02",932,0.04,17.4,75.2,Americas
Mexico,2004,"02",913,0.04,17.4,75.2,Americas
Mexico,2004,"02",974,0.04,17.4,75.2,Americas
Mexico,2004,"03",1021,0.047,17.4,75.2,Americas
Mexico,2004,"03",1040,0.047,17.4,75.2,Americas
Mexico,2004,"03",1028,0.047,17.4,75.2,Americas
Mexico,2004,"03",880,0.047,17.4,75.2,Americas
Mexico,2004,"03",1021,0.036,17.4,75.2,Americas
Mexico,2004,"03",1040,0.036,17.4,75.2,Americas
Mexico,2004,"03",1028,0.036,17.4,75.2,Americas
Mexico,2004,"03",880,0.036,17.4,75.2,Americas
Mexico,2004,"03",1021,0.04,17.4,75.2,Americas
Mexico,2004,"03",1040,0.04,17.4,75.2,Americas
Mexico,2004,"03",1028,0.04,17.4,75.2,Americas
Mexico,2004,"03",880,0.04,17.4,75.2,Americas
Mexico,2004,"03",1021,0.052,17.4,75.2,Americas
Mexico,2004,"03",1040,0.052,17.4,75.2,Americas
Mexico,2004,"03",1028,0.052,17.4,75.2,Americas
Mexico,2004,"03",880,0.052,17.4,75.2,Americas
Mexico,2004,"04",828,0.051,17.4,75.2,Americas
Mexico,2004,"04",838,0.051,17.4,75.2,Americas
Mexico,2004,"04",871,0.051,17.4,75.2,Americas
Mexico,2004,"04",908,0.051,17.4,75.2,Americas
Mexico,2004,"04",828,0.049,17.4,75.2,Americas
Mexico,2004,"04",838,0.049,17.4,75.2,Americas
Mexico,2004,"04",871,0.049,17.4,75.2,Americas
Mexico,2004,"04",908,0.049,17.4,75.2,Americas
Mexico,2004,"04",828,0.044,17.4,75.2,Americas
Mexico,2004,"04",838,0.044,17.4,75.2,Americas
Mexico,2004,"04",871,0.044,17.4,75.2,Americas
Mexico,2004,"04",908,0.044,17.4,75.2,Americas
Mexico,2004,"04",828,0.051,17.4,75.2,Americas
Mexico,2004,"04",838,0.051,17.4,75.2,Americas
Mexico,2004,"04",871,0.051,17.4,75.2,Americas
Mexico,2004,"04",908,0.051,17.4,75.2,Americas
Mexico,2004,"05",790,0.06,17.4,75.2,Americas
Mexico,2004,"05",852,0.06,17.4,75.2,Americas
Mexico,2004,"05",707,0.06,17.4,75.2,Americas
Mexico,2004,"05",799,0.06,17.4,75.2,Americas
Mexico,2004,"05",733,0.06,17.4,75.2,Americas
Mexico,2004,"05",790,0.051,17.4,75.2,Americas
Mexico,2004,"05",852,0.051,17.4,75.2,Americas
Mexico,2004,"05",707,0.051,17.4,75.2,Americas
Mexico,2004,"05",799,0.051,17.4,75.2,Americas
Mexico,2004,"05",733,0.051,17.4,75.2,Americas
Mexico,2004,"05",790,0.071,17.4,75.2,Americas
Mexico,2004,"05",852,0.071,17.4,75.2,Americas
Mexico,2004,"05",707,0.071,17.4,75.2,Americas
Mexico,2004,"05",799,0.071,17.4,75.2,Americas
Mexico,2004,"05",733,0.071,17.4,75.2,Americas
Mexico,2004,"05",790,0.114,17.4,75.2,Americas
Mexico,2004,"05",852,0.114,17.4,75.2,Americas
Mexico,2004,"05",707,0.114,17.4,75.2,Americas
Mexico,2004,"05",799,0.114,17.4,75.2,Americas
Mexico,2004,"05",733,0.114,17.4,75.2,Americas
Mexico,2004,"05",790,0.038,17.4,75.2,Americas
Mexico,2004,"05",852,0.038,17.4,75.2,Americas
Mexico,2004,"05",707,0.038,17.4,75.2,Americas
Mexico,2004,"05",799,0.038,17.4,75.2,Americas
Mexico,2004,"05",733,0.038,17.4,75.2,Americas
Mexico,2004,"06",650,0.073,17.4,75.2,Americas
Mexico,2004,"06",669,0.073,17.4,75.2,Americas
Mexico,2004,"06",668,0.073,17.4,75.2,Americas
Mexico,2004,"06",603,0.073,17.4,75.2,Americas
Mexico,2004,"06",650,0.06,17.4,75.2,Americas
Mexico,2004,"06",669,0.06,17.4,75.2,Americas
Mexico,2004,"06",668,0.06,17.4,75.2,Americas
Mexico,2004,"06",603,0.06,17.4,75.2,Americas
Mexico,2004,"06",650,0.059,17.4,75.2,Americas
Mexico,2004,"06",669,0.059,17.4,75.2,Americas
Mexico,2004,"06",668,0.059,17.4,75.2,Americas
Mexico,2004,"06",603,0.059,17.4,75.2,Americas
Mexico,2004,"06",650,0.05,17.4,75.2,Americas
Mexico,2004,"06",669,0.05,17.4,75.2,Americas
Mexico,2004,"06",668,0.05,17.4,75.2,Americas
Mexico,2004,"06",603,0.05,17.4,75.2,Americas
Mexico,2004,"07",634,0.067,17.4,75.2,Americas
Mexico,2004,"07",649,0.067,17.4,75.2,Americas
Mexico,2004,"07",677,0.067,17.4,75.2,Americas
Mexico,2004,"07",624,0.067,17.4,75.2,Americas
Mexico,2004,"07",634,0.104,17.4,75.2,Americas
Mexico,2004,"07",649,0.104,17.4,75.2,Americas
Mexico,2004,"07",677,0.104,17.4,75.2,Americas
Mexico,2004,"07",624,0.104,17.4,75.2,Americas
Mexico,2004,"07",634,0.069,17.4,75.2,Americas
Mexico,2004,"07",649,0.069,17.4,75.2,Americas
Mexico,2004,"07",677,0.069,17.4,75.2,Americas
Mexico,2004,"07",624,0.069,17.4,75.2,Americas
Mexico,2004,"07",634,0.057,17.4,75.2,Americas
Mexico,2004,"07",649,0.057,17.4,75.2,Americas
Mexico,2004,"07",677,0.057,17.4,75.2,Americas
Mexico,2004,"07",624,0.057,17.4,75.2,Americas
Mexico,2004,"08",618,0.128,17.4,75.2,Americas
Mexico,2004,"08",661,0.128,17.4,75.2,Americas
Mexico,2004,"08",558,0.128,17.4,75.2,Americas
Mexico,2004,"08",613,0.128,17.4,75.2,Americas
Mexico,2004,"08",556,0.128,17.4,75.2,Americas
Mexico,2004,"08",618,0.131,17.4,75.2,Americas
Mexico,2004,"08",661,0.131,17.4,75.2,Americas
Mexico,2004,"08",558,0.131,17.4,75.2,Americas
Mexico,2004,"08",613,0.131,17.4,75.2,Americas
Mexico,2004,"08",556,0.131,17.4,75.2,Americas
Mexico,2004,"08",618,0.178,17.4,75.2,Americas
Mexico,2004,"08",661,0.178,17.4,75.2,Americas
Mexico,2004,"08",558,0.178,17.4,75.2,Americas
Mexico,2004,"08",613,0.178,17.4,75.2,Americas
Mexico,2004,"08",556,0.178,17.4,75.2,Americas
Mexico,2004,"08",618,0.129,17.4,75.2,Americas
Mexico,2004,"08",661,0.129,17.4,75.2,Americas
Mexico,2004,"08",558,0.129,17.4,75.2,Americas
Mexico,2004,"08",613,0.129,17.4,75.2,Americas
Mexico,2004,"08",556,0.129,17.4,75.2,Americas
Mexico,2004,"08",618,0.11,17.4,75.2,Americas
Mexico,2004,"08",661,0.11,17.4,75.2,Americas
Mexico,2004,"08",558,0.11,17.4,75.2,Americas
Mexico,2004,"08",613,0.11,17.4,75.2,Americas
Mexico,2004,"08",556,0.11,17.4,75.2,Americas
Mexico,2004,"09",810,0.138,17.4,75.2,Americas
Mexico,2004,"09",884,0.138,17.4,75.2,Americas
Mexico,2004,"09",874,0.138,17.4,75.2,Americas
Mexico,2004,"09",771,0.138,17.4,75.2,Americas
Mexico,2004,"09",810,0.106,17.4,75.2,Americas
Mexico,2004,"09",884,0.106,17.4,75.2,Americas
Mexico,2004,"09",874,0.106,17.4,75.2,Americas
Mexico,2004,"09",771,0.106,17.4,75.2,Americas
Mexico,2004,"09",810,0.124,17.4,75.2,Americas
Mexico,2004,"09",884,0.124,17.4,75.2,Americas
Mexico,2004,"09",874,0.124,17.4,75.2,Americas
Mexico,2004,"09",771,0.124,17.4,75.2,Americas
Mexico,2004,"09",810,0.135,17.4,75.2,Americas
Mexico,2004,"09",884,0.135,17.4,75.2,Americas
Mexico,2004,"09",874,0.135,17.4,75.2,Americas
Mexico,2004,"09",771,0.135,17.4,75.2,Americas
Mexico,2004,"10",946,0.073,17.4,75.2,Americas
Mexico,2004,"10",933,0.073,17.4,75.2,Americas
Mexico,2004,"10",906,0.073,17.4,75.2,Americas
Mexico,2004,"10",885,0.073,17.4,75.2,Americas
Mexico,2004,"10",1079,0.073,17.4,75.2,Americas
Mexico,2004,"10",946,0.124,17.4,75.2,Americas
Mexico,2004,"10",933,0.124,17.4,75.2,Americas
Mexico,2004,"10",906,0.124,17.4,75.2,Americas
Mexico,2004,"10",885,0.124,17.4,75.2,Americas
Mexico,2004,"10",1079,0.124,17.4,75.2,Americas
Mexico,2004,"10",946,0.148,17.4,75.2,Americas
Mexico,2004,"10",933,0.148,17.4,75.2,Americas
Mexico,2004,"10",906,0.148,17.4,75.2,Americas
Mexico,2004,"10",885,0.148,17.4,75.2,Americas
Mexico,2004,"10",1079,0.148,17.4,75.2,Americas
Mexico,2004,"10",946,0.115,17.4,75.2,Americas
Mexico,2004,"10",933,0.115,17.4,75.2,Americas
Mexico,2004,"10",906,0.115,17.4,75.2,Americas
Mexico,2004,"10",885,0.115,17.4,75.2,Americas
Mexico,2004,"10",1079,0.115,17.4,75.2,Americas
Mexico,2004,"10",946,0.138,17.4,75.2,Americas
Mexico,2004,"10",933,0.138,17.4,75.2,Americas
Mexico,2004,"10",906,0.138,17.4,75.2,Americas
Mexico,2004,"10",885,0.138,17.4,75.2,Americas
Mexico,2004,"10",1079,0.138,17.4,75.2,Americas
Mexico,2004,"11",1056,0.061,17.4,75.2,Americas
Mexico,2004,"11",1190,0.061,17.4,75.2,Americas
Mexico,2004,"11",1141,0.061,17.4,75.2,Americas
Mexico,2004,"11",1044,0.061,17.4,75.2,Americas
Mexico,2004,"11",1056,0.075,17.4,75.2,Americas
Mexico,2004,"11",1190,0.075,17.4,75.2,Americas
Mexico,2004,"11",1141,0.075,17.4,75.2,Americas
Mexico,2004,"11",1044,0.075,17.4,75.2,Americas
Mexico,2004,"11",1056,0.078,17.4,75.2,Americas
Mexico,2004,"11",1190,0.078,17.4,75.2,Americas
Mexico,2004,"11",1141,0.078,17.4,75.2,Americas
Mexico,2004,"11",1044,0.078,17.4,75.2,Americas
Mexico,2004,"11",1056,0.072,17.4,75.2,Americas
Mexico,2004,"11",1190,0.072,17.4,75.2,Americas
Mexico,2004,"11",1141,0.072,17.4,75.2,Americas
Mexico,2004,"11",1044,0.072,17.4,75.2,Americas
Mexico,2004,"12",1237,0.042,17.4,75.2,Americas
Mexico,2004,"12",1364,0.042,17.4,75.2,Americas
Mexico,2004,"12",1185,0.042,17.4,75.2,Americas
Mexico,2004,"12",1409,0.042,17.4,75.2,Americas
Mexico,2004,"12",1237,0.048,17.4,75.2,Americas
Mexico,2004,"12",1364,0.048,17.4,75.2,Americas
Mexico,2004,"12",1185,0.048,17.4,75.2,Americas
Mexico,2004,"12",1409,0.048,17.4,75.2,Americas
Mexico,2004,"12",1237,0.049,17.4,75.2,Americas
Mexico,2004,"12",1364,0.049,17.4,75.2,Americas
Mexico,2004,"12",1185,0.049,17.4,75.2,Americas
Mexico,2004,"12",1409,0.049,17.4,75.2,Americas
Mexico,2004,"12",1237,0.07,17.4,75.2,Americas
Mexico,2004,"12",1364,0.07,17.4,75.2,Americas
Mexico,2004,"12",1185,0.07,17.4,75.2,Americas
Mexico,2004,"12",1409,0.07,17.4,75.2,Americas
Mexico,2005,"01",1187,0.038,16.7,75.1,Americas
Mexico,2005,"01",1216,0.038,16.7,75.1,Americas
Mexico,2005,"01",1206,0.038,16.7,75.1,Americas
Mexico,2005,"01",1052,0.038,16.7,75.1,Americas
Mexico,2005,"01",1330,0.038,16.7,75.1,Americas
Mexico,2005,"01",1187,0.033,16.7,75.1,Americas
Mexico,2005,"01",1216,0.033,16.7,75.1,Americas
Mexico,2005,"01",1206,0.033,16.7,75.1,Americas
Mexico,2005,"01",1052,0.033,16.7,75.1,Americas
Mexico,2005,"01",1330,0.033,16.7,75.1,Americas
Mexico,2005,"01",1187,0.048,16.7,75.1,Americas
Mexico,2005,"01",1216,0.048,16.7,75.1,Americas
Mexico,2005,"01",1206,0.048,16.7,75.1,Americas
Mexico,2005,"01",1052,0.048,16.7,75.1,Americas
Mexico,2005,"01",1330,0.048,16.7,75.1,Americas
Mexico,2005,"01",1187,0.045,16.7,75.1,Americas
Mexico,2005,"01",1216,0.045,16.7,75.1,Americas
Mexico,2005,"01",1206,0.045,16.7,75.1,Americas
Mexico,2005,"01",1052,0.045,16.7,75.1,Americas
Mexico,2005,"01",1330,0.045,16.7,75.1,Americas
Mexico,2005,"01",1187,0.04,16.7,75.1,Americas
Mexico,2005,"01",1216,0.04,16.7,75.1,Americas
Mexico,2005,"01",1206,0.04,16.7,75.1,Americas
Mexico,2005,"01",1052,0.04,16.7,75.1,Americas
Mexico,2005,"01",1330,0.04,16.7,75.1,Americas
Mexico,2005,"02",1092,0.04,16.7,75.1,Americas
Mexico,2005,"02",1120,0.04,16.7,75.1,Americas
Mexico,2005,"02",1139,0.04,16.7,75.1,Americas
Mexico,2005,"02",1177,0.04,16.7,75.1,Americas
Mexico,2005,"02",1092,0.036,16.7,75.1,Americas
Mexico,2005,"02",1120,0.036,16.7,75.1,Americas
Mexico,2005,"02",1139,0.036,16.7,75.1,Americas
Mexico,2005,"02",1177,0.036,16.7,75.1,Americas
Mexico,2005,"02",1092,0.036,16.7,75.1,Americas
Mexico,2005,"02",1120,0.036,16.7,75.1,Americas
Mexico,2005,"02",1139,0.036,16.7,75.1,Americas
Mexico,2005,"02",1177,0.036,16.7,75.1,Americas
Mexico,2005,"02",1092,0.055,16.7,75.1,Americas
Mexico,2005,"02",1120,0.055,16.7,75.1,Americas
Mexico,2005,"02",1139,0.055,16.7,75.1,Americas
Mexico,2005,"02",1177,0.055,16.7,75.1,Americas
Mexico,2005,"03",1131,0.049,16.7,75.1,Americas
Mexico,2005,"03",1066,0.049,16.7,75.1,Americas
Mexico,2005,"03",1091,0.049,16.7,75.1,Americas
Mexico,2005,"03",1118,0.049,16.7,75.1,Americas
Mexico,2005,"03",1131,0.051,16.7,75.1,Americas
Mexico,2005,"03",1066,0.051,16.7,75.1,Americas
Mexico,2005,"03",1091,0.051,16.7,75.1,Americas
Mexico,2005,"03",1118,0.051,16.7,75.1,Americas
Mexico,2005,"03",1131,0.047,16.7,75.1,Americas
Mexico,2005,"03",1066,0.047,16.7,75.1,Americas
Mexico,2005,"03",1091,0.047,16.7,75.1,Americas
Mexico,2005,"03",1118,0.047,16.7,75.1,Americas
Mexico,2005,"03",1131,0.052,16.7,75.1,Americas
Mexico,2005,"03",1066,0.052,16.7,75.1,Americas
Mexico,2005,"03",1091,0.052,16.7,75.1,Americas
Mexico,2005,"03",1118,0.052,16.7,75.1,Americas
Mexico,2005,"04",945,0.053,16.7,75.1,Americas
Mexico,2005,"04",894,0.053,16.7,75.1,Americas
Mexico,2005,"04",981,0.053,16.7,75.1,Americas
Mexico,2005,"04",858,0.053,16.7,75.1,Americas
Mexico,2005,"04",945,0.035,16.7,75.1,Americas
Mexico,2005,"04",894,0.035,16.7,75.1,Americas
Mexico,2005,"04",981,0.035,16.7,75.1,Americas
Mexico,2005,"04",858,0.035,16.7,75.1,Americas
Mexico,2005,"04",945,0.051,16.7,75.1,Americas
Mexico,2005,"04",894,0.051,16.7,75.1,Americas
Mexico,2005,"04",981,0.051,16.7,75.1,Americas
Mexico,2005,"04",858,0.051,16.7,75.1,Americas
Mexico,2005,"04",945,0.049,16.7,75.1,Americas
Mexico,2005,"04",894,0.049,16.7,75.1,Americas
Mexico,2005,"04",981,0.049,16.7,75.1,Americas
Mexico,2005,"04",858,0.049,16.7,75.1,Americas
Mexico,2005,"05",854,0.063,16.7,75.1,Americas
Mexico,2005,"05",882,0.063,16.7,75.1,Americas
Mexico,2005,"05",843,0.063,16.7,75.1,Americas
Mexico,2005,"05",832,0.063,16.7,75.1,Americas
Mexico,2005,"05",900,0.063,16.7,75.1,Americas
Mexico,2005,"05",854,0.057,16.7,75.1,Americas
Mexico,2005,"05",882,0.057,16.7,75.1,Americas
Mexico,2005,"05",843,0.057,16.7,75.1,Americas
Mexico,2005,"05",832,0.057,16.7,75.1,Americas
Mexico,2005,"05",900,0.057,16.7,75.1,Americas
Mexico,2005,"05",854,0.051,16.7,75.1,Americas
Mexico,2005,"05",882,0.051,16.7,75.1,Americas
Mexico,2005,"05",843,0.051,16.7,75.1,Americas
Mexico,2005,"05",832,0.051,16.7,75.1,Americas
Mexico,2005,"05",900,0.051,16.7,75.1,Americas
Mexico,2005,"05",854,0.07,16.7,75.1,Americas
Mexico,2005,"05",882,0.07,16.7,75.1,Americas
Mexico,2005,"05",843,0.07,16.7,75.1,Americas
Mexico,2005,"05",832,0.07,16.7,75.1,Americas
Mexico,2005,"05",900,0.07,16.7,75.1,Americas
Mexico,2005,"05",854,0.056,16.7,75.1,Americas
Mexico,2005,"05",882,0.056,16.7,75.1,Americas
Mexico,2005,"05",843,0.056,16.7,75.1,Americas
Mexico,2005,"05",832,0.056,16.7,75.1,Americas
Mexico,2005,"05",900,0.056,16.7,75.1,Americas
Mexico,2005,"06",710,0.075,16.7,75.1,Americas
Mexico,2005,"06",654,0.075,16.7,75.1,Americas
Mexico,2005,"06",713,0.075,16.7,75.1,Americas
Mexico,2005,"06",740,0.075,16.7,75.1,Americas
Mexico,2005,"06",710,0.089,16.7,75.1,Americas
Mexico,2005,"06",654,0.089,16.7,75.1,Americas
Mexico,2005,"06",713,0.089,16.7,75.1,Americas
Mexico,2005,"06",740,0.089,16.7,75.1,Americas
Mexico,2005,"06",710,0.088,16.7,75.1,Americas
Mexico,2005,"06",654,0.088,16.7,75.1,Americas
Mexico,2005,"06",713,0.088,16.7,75.1,Americas
Mexico,2005,"06",740,0.088,16.7,75.1,Americas
Mexico,2005,"06",710,0.089,16.7,75.1,Americas
Mexico,2005,"06",654,0.089,16.7,75.1,Americas
Mexico,2005,"06",713,0.089,16.7,75.1,Americas
Mexico,2005,"06",740,0.089,16.7,75.1,Americas
Mexico,2005,"07",690,0.135,16.7,75.1,Americas
Mexico,2005,"07",727,0.135,16.7,75.1,Americas
Mexico,2005,"07",690,0.135,16.7,75.1,Americas
Mexico,2005,"07",748,0.135,16.7,75.1,Americas
Mexico,2005,"07",664,0.135,16.7,75.1,Americas
Mexico,2005,"07",690,0.151,16.7,75.1,Americas
Mexico,2005,"07",727,0.151,16.7,75.1,Americas
Mexico,2005,"07",690,0.151,16.7,75.1,Americas
Mexico,2005,"07",748,0.151,16.7,75.1,Americas
Mexico,2005,"07",664,0.151,16.7,75.1,Americas
Mexico,2005,"07",690,0.081,16.7,75.1,Americas
Mexico,2005,"07",727,0.081,16.7,75.1,Americas
Mexico,2005,"07",690,0.081,16.7,75.1,Americas
Mexico,2005,"07",748,0.081,16.7,75.1,Americas
Mexico,2005,"07",664,0.081,16.7,75.1,Americas
Mexico,2005,"07",690,0.104,16.7,75.1,Americas
Mexico,2005,"07",727,0.104,16.7,75.1,Americas
Mexico,2005,"07",690,0.104,16.7,75.1,Americas
Mexico,2005,"07",748,0.104,16.7,75.1,Americas
Mexico,2005,"07",664,0.104,16.7,75.1,Americas
Mexico,2005,"07",690,0.1,16.7,75.1,Americas
