"country","year","flu_activity","dengue_activity","infant_mortality","life_expectancy","continent"
Bolivia,2008,341,0.033,40.2,71.2,Americas
Bolivia,2008,232,0.033,40.2,71.2,Americas
Bolivia,2008,396,0.033,40.2,71.2,Americas
Bolivia,2008,331,0.033,40.2,71.2,Americas
Bolivia,2008,324,0.033,40.2,71.2,Americas
Bolivia,2008,239,0.033,40.2,71.2,Americas
Bolivia,2008,300,0.033,40.2,71.2,Americas
Bolivia,2008,300,0.033,40.2,71.2,Americas
Bolivia,2008,365,0.033,40.2,71.2,Americas
Bolivia,2008,271,0.033,40.2,71.2,Americas
Bolivia,2008,376,0.033,40.2,71.2,Americas
Bolivia,2008,248,0.033,40.2,71.2,Americas
Bolivia,2008,290,0.033,40.2,71.2,Americas
Bolivia,2008,224,0.033,40.2,71.2,Americas
Bolivia,2008,249,0.033,40.2,71.2,Americas
Bolivia,2008,322,0.033,40.2,71.2,Americas
Bolivia,2008,406,0.033,40.2,71.2,Americas
Bolivia,2008,293,0.033,40.2,71.2,Americas
Bolivia,2008,298,0.033,40.2,71.2,Americas
Bolivia,2008,316,0.033,40.2,71.2,Americas
Bolivia,2008,409,0.033,40.2,71.2,Americas
Bolivia,2008,383,0.033,40.2,71.2,Americas
Bolivia,2008,429,0.033,40.2,71.2,Americas
Bolivia,2008,225,0.027,40.2,71.2,Americas
Bolivia,2008,309,0.027,40.2,71.2,Americas
Bolivia,2008,347,0.027,40.2,71.2,Americas
Bolivia,2008,296,0.027,40.2,71.2,Americas
Bolivia,2008,321,0.027,40.2,71.2,Americas
Bolivia,2008,311,0.027,40.2,71.2,Americas
Bolivia,2008,213,0.027,40.2,71.2,Americas
Bolivia,2008,370,0.027,40.2,71.2,Americas
Bolivia,2008,387,0.027,40.2,71.2,Americas
Bolivia,2008,412,0.027,40.2,71.2,Americas
Bolivia,2008,179,0.027,40.2,71.2,Americas
Bolivia,2008,207,0.027,40.2,71.2,Americas
Bolivia,2008,359,0.027,40.2,71.2,Americas
Bolivia,2008,236,0.027,40.2,71.2,Americas
Bolivia,2008,360,0.027,40.2,71.2,Americas
Bolivia,2008,430,0.027,40.2,71.2,Americas
Bolivia,2008,291,0.027,40.2,71.2,Americas
Bolivia,2008,375,0.027,40.2,71.2,Americas
Bolivia,2008,299,0.027,40.2,71.2,Americas
Bolivia,2008,349,0.027,40.2,71.2,Americas
Bolivia,2008,490,0.027,40.2,71.2,Americas
Bolivia,2008,187,0.027,40.2,71.2,Americas
Bolivia,2008,306,0.027,40.2,71.2,Americas
Bolivia,2008,247,0.027,40.2,71.2,Americas
Bolivia,2008,392,0.027,40.2,71.2,Americas
Bolivia,2008,340,0.027,40.2,71.2,Americas
Bolivia,2008,252,0.027,40.2,71.2,Americas
Bolivia,2008,324,0.027,40.2,71.2,Americas
Bolivia,2008,370,0.027,40.2,71.2,Americas
Bolivia,2008,341,0.027,40.2,71.2,Americas
Bolivia,2008,232,0.027,40.2,71.2,Americas
Bolivia,2008,396,0.027,40.2,71.2,Americas
Bolivia,2008,331,0.027,40.2,71.2,Americas
Bolivia,2008,324,0.027,40.2,71.2,Americas
Bolivia,2008,239,0.027,40.2,71.2,Americas
Bolivia,2008,300,0.027,40.2,71.2,Americas
Bolivia,2008,300,0.027,40.2,71.2,Americas
Bolivia,2008,365,0.027,40.2,71.2,Americas
Bolivia,2008,271,0.027,40.2,71.2,Americas
Bolivia,2008,376,0.027,40.2,71.2,Americas
Bolivia,2008,248,0.027,40.2,71.2,Americas
Bolivia,2008,290,0.027,40.2,71.2,Americas
Bolivia,2008,224,0.027,40.2,71.2,Americas
Bolivia,2008,249,0.027,40.2,71.2,Americas
Bolivia,2008,322,0.027,40.2,71.2,Americas
Bolivia,2008,406,0.027,40.2,71.2,Americas
Bolivia,2008,293,0.027,40.2,71.2,Americas
Bolivia,2008,298,0.027,40.2,71.2,Americas
Bolivia,2008,316,0.027,40.2,71.2,Americas
Bolivia,2008,409,0.027,40.2,71.2,Americas
Bolivia,2008,383,0.027,40.2,71.2,Americas
Bolivia,2008,429,0.027,40.2,71.2,Americas
Bolivia,2008,225,0.065,40.2,71.2,Americas
Bolivia,2008,309,0.065,40.2,71.2,Americas
Bolivia,2008,347,0.065,40.2,71.2,Americas
Bolivia,2008,296,0.065,40.2,71.2,Americas
Bolivia,2008,321,0.065,40.2,71.2,Americas
Bolivia,2008,311,0.065,40.2,71.2,Americas
Bolivia,2008,213,0.065,40.2,71.2,Americas
Bolivia,2008,370,0.065,40.2,71.2,Americas
Bolivia,2008,387,0.065,40.2,71.2,Americas
Bolivia,2008,412,0.065,40.2,71.2,Americas
Bolivia,2008,179,0.065,40.2,71.2,Americas
Bolivia,2008,207,0.065,40.2,71.2,Americas
Bolivia,2008,359,0.065,40.2,71.2,Americas
Bolivia,2008,236,0.065,40.2,71.2,Americas
Bolivia,2008,360,0.065,40.2,71.2,Americas
Bolivia,2008,430,0.065,40.2,71.2,Americas
Bolivia,2008,291,0.065,40.2,71.2,Americas
Bolivia,2008,375,0.065,40.2,71.2,Americas
Bolivia,2008,299,0.065,40.2,71.2,Americas
Bolivia,2008,349,0.065,40.2,71.2,Americas
Bolivia,2008,490,0.065,40.2,71.2,Americas
Bolivia,2008,187,0.065,40.2,71.2,Americas
Bolivia,2008,306,0.065,40.2,71.2,Americas
Bolivia,2008,247,0.065,40.2,71.2,Americas
Bolivia,2008,392,0.065,40.2,71.2,Americas
Bolivia,2008,340,0.065,40.2,71.2,Americas
Bolivia,2008,252,0.065,40.2,71.2,Americas
Bolivia,2008,324,0.065,40.2,71.2,Americas
Bolivia,2008,370,0.065,40.2,71.2,Americas
Bolivia,2008,341,0.065,40.2,71.2,Americas
Bolivia,2008,232,0.065,40.2,71.2,Americas
Bolivia,2008,396,0.065,40.2,71.2,Americas
Bolivia,2008,331,0.065,40.2,71.2,Americas
Bolivia,2008,324,0.065,40.2,71.2,Americas
Bolivia,2008,239,0.065,40.2,71.2,Americas
Bolivia,2008,300,0.065,40.2,71.2,Americas
Bolivia,2008,300,0.065,40.2,71.2,Americas
Bolivia,2008,365,0.065,40.2,71.2,Americas
Bolivia,2008,271,0.065,40.2,71.2,Americas
Bolivia,2008,376,0.065,40.2,71.2,Americas
Bolivia,2008,248,0.065,40.2,71.2,Americas
Bolivia,2008,290,0.065,40.2,71.2,Americas
Bolivia,2008,224,0.065,40.2,71.2,Americas
Bolivia,2008,249,0.065,40.2,71.2,Americas
Bolivia,2008,322,0.065,40.2,71.2,Americas
Bolivia,2008,406,0.065,40.2,71.2,Americas
Bolivia,2008,293,0.065,40.2,71.2,Americas
Bolivia,2008,298,0.065,40.2,71.2,Americas
Bolivia,2008,316,0.065,40.2,71.2,Americas
Bolivia,2008,409,0.065,40.2,71.2,Americas
Bolivia,2008,383,0.065,40.2,71.2,Americas
Bolivia,2008,429,0.065,40.2,71.2,Americas
Bolivia,2008,225,0.028,40.2,71.2,Americas
Bolivia,2008,309,0.028,40.2,71.2,Americas
Bolivia,2008,347,0.028,40.2,71.2,Americas
Bolivia,2008,296,0.028,40.2,71.2,Americas
Bolivia,2008,321,0.028,40.2,71.2,Americas
Bolivia,2008,311,0.028,40.2,71.2,Americas
Bolivia,2008,213,0.028,40.2,71.2,Americas
Bolivia,2008,370,0.028,40.2,71.2,Americas
Bolivia,2008,387,0.028,40.2,71.2,Americas
Bolivia,2008,412,0.028,40.2,71.2,Americas
Bolivia,2008,179,0.028,40.2,71.2,Americas
Bolivia,2008,207,0.028,40.2,71.2,Americas
Bolivia,2008,359,0.028,40.2,71.2,Americas
Bolivia,2008,236,0.028,40.2,71.2,Americas
Bolivia,2008,360,0.028,40.2,71.2,Americas
Bolivia,2008,430,0.028,40.2,71.2,Americas
Bolivia,2008,291,0.028,40.2,71.2,Americas
Bolivia,2008,375,0.028,40.2,71.2,Americas
Bolivia,2008,299,0.028,40.2,71.2,Americas
Bolivia,2008,349,0.028,40.2,71.2,Americas
Bolivia,2008,490,0.028,40.2,71.2,Americas
Bolivia,2008,187,0.028,40.2,71.2,Americas
Bolivia,2008,306,0.028,40.2,71.2,Americas
Bolivia,2008,247,0.028,40.2,71.2,Americas
Bolivia,2008,392,0.028,40.2,71.2,Americas
Bolivia,2008,340,0.028,40.2,71.2,Americas
Bolivia,2008,252,0.028,40.2,71.2,Americas
Bolivia,2008,324,0.028,40.2,71.2,Americas
Bolivia,2008,370,0.028,40.2,71.2,Americas
Bolivia,2008,341,0.028,40.2,71.2,Americas
Bolivia,2008,232,0.028,40.2,71.2,Americas
Bolivia,2008,396,0.028,40.2,71.2,Americas
Bolivia,2008,331,0.028,40.2,71.2,Americas
Bolivia,2008,324,0.028,40.2,71.2,Americas
Bolivia,2008,239,0.028,40.2,71.2,Americas
Bolivia,2008,300,0.028,40.2,71.2,Americas
Bolivia,2008,300,0.028,40.2,71.2,Americas
Bolivia,2008,365,0.028,40.2,71.2,Americas
Bolivia,2008,271,0.028,40.2,71.2,Americas
Bolivia,2008,376,0.028,40.2,71.2,Americas
Bolivia,2008,248,0.028,40.2,71.2,Americas
Bolivia,2008,290,0.028,40.2,71.2,Americas
Bolivia,2008,224,0.028,40.2,71.2,Americas
Bolivia,2008,249,0.028,40.2,71.2,Americas
Bolivia,2008,322,0.028,40.2,71.2,Americas
Bolivia,2008,406,0.028,40.2,71.2,Americas
Bolivia,2008,293,0.028,40.2,71.2,Americas
Bolivia,2008,298,0.028,40.2,71.2,Americas
Bolivia,2008,316,0.028,40.2,71.2,Americas
Bolivia,2008,409,0.028,40.2,71.2,Americas
Bolivia,2008,383,0.028,40.2,71.2,Americas
Bolivia,2008,429,0.028,40.2,71.2,Americas
Bolivia,2008,225,0.009,40.2,71.2,Americas
Bolivia,2008,309,0.009,40.2,71.2,Americas
Bolivia,2008,347,0.009,40.2,71.2,Americas
Bolivia,2008,296,0.009,40.2,71.2,Americas
Bolivia,2008,321,0.009,40.2,71.2,Americas
Bolivia,2008,311,0.009,40.2,71.2,Americas
Bolivia,2008,213,0.009,40.2,71.2,Americas
Bolivia,2008,370,0.009,40.2,71.2,Americas
Bolivia,2008,387,0.009,40.2,71.2,Americas
Bolivia,2008,412,0.009,40.2,71.2,Americas
Bolivia,2008,179,0.009,40.2,71.2,Americas
Bolivia,2008,207,0.009,40.2,71.2,Americas
Bolivia,2008,359,0.009,40.2,71.2,Americas
Bolivia,2008,236,0.009,40.2,71.2,Americas
Bolivia,2008,360,0.009,40.2,71.2,Americas
Bolivia,2008,430,0.009,40.2,71.2,Americas
Bolivia,2008,291,0.009,40.2,71.2,Americas
Bolivia,2008,375,0.009,40.2,71.2,Americas
Bolivia,2008,299,0.009,40.2,71.2,Americas
Bolivia,2008,349,0.009,40.2,71.2,Americas
Bolivia,2008,490,0.009,40.2,71.2,Americas
Bolivia,2008,187,0.009,40.2,71.2,Americas
Bolivia,2008,306,0.009,40.2,71.2,Americas
Bolivia,2008,247,0.009,40.2,71.2,Americas
Bolivia,2008,392,0.009,40.2,71.2,Americas
Bolivia,2008,340,0.009,40.2,71.2,Americas
Bolivia,2008,252,0.009,40.2,71.2,Americas
Bolivia,2008,324,0.009,40.2,71.2,Americas
Bolivia,2008,370,0.009,40.2,71.2,Americas
Bolivia,2008,341,0.009,40.2,71.2,Americas
Bolivia,2008,232,0.009,40.2,71.2,Americas
Bolivia,2008,396,0.009,40.2,71.2,Americas
Bolivia,2008,331,0.009,40.2,71.2,Americas
Bolivia,2008,324,0.009,40.2,71.2,Americas
Bolivia,2008,239,0.009,40.2,71.2,Americas
Bolivia,2008,300,0.009,40.2,71.2,Americas
Bolivia,2008,300,0.009,40.2,71.2,Americas
Bolivia,2008,365,0.009,40.2,71.2,Americas
Bolivia,2008,271,0.009,40.2,71.2,Americas
Bolivia,2008,376,0.009,40.2,71.2,Americas
Bolivia,2008,248,0.009,40.2,71.2,Americas
Bolivia,2008,290,0.009,40.2,71.2,Americas
Bolivia,2008,224,0.009,40.2,71.2,Americas
Bolivia,2008,249,0.009,40.2,71.2,Americas
Bolivia,2008,322,0.009,40.2,71.2,Americas
Bolivia,2008,406,0.009,40.2,71.2,Americas
Bolivia,2008,293,0.009,40.2,71.2,Americas
Bolivia,2008,298,0.009,40.2,71.2,Americas
Bolivia,2008,316,0.009,40.2,71.2,Americas
Bolivia,2008,409,0.009,40.2,71.2,Americas
Bolivia,2008,383,0.009,40.2,71.2,Americas
Bolivia,2008,429,0.009,40.2,71.2,Americas
Bolivia,2008,225,0.012,40.2,71.2,Americas
Bolivia,2008,309,0.012,40.2,71.2,Americas
Bolivia,2008,347,0.012,40.2,71.2,Americas
Bolivia,2008,296,0.012,40.2,71.2,Americas
Bolivia,2008,321,0.012,40.2,71.2,Americas
Bolivia,2008,311,0.012,40.2,71.2,Americas
Bolivia,2008,213,0.012,40.2,71.2,Americas
Bolivia,2008,370,0.012,40.2,71.2,Americas
Bolivia,2008,387,0.012,40.2,71.2,Americas
Bolivia,2008,412,0.012,40.2,71.2,Americas
Bolivia,2008,179,0.012,40.2,71.2,Americas
Bolivia,2008,207,0.012,40.2,71.2,Americas
Bolivia,2008,359,0.012,40.2,71.2,Americas
Bolivia,2008,236,0.012,40.2,71.2,Americas
Bolivia,2008,360,0.012,40.2,71.2,Americas
Bolivia,2008,430,0.012,40.2,71.2,Americas
Bolivia,2008,291,0.012,40.2,71.2,Americas
Bolivia,2008,375,0.012,40.2,71.2,Americas
Bolivia,2008,299,0.012,40.2,71.2,Americas
Bolivia,2008,349,0.012,40.2,71.2,Americas
Bolivia,2008,490,0.012,40.2,71.2,Americas
Bolivia,2008,187,0.012,40.2,71.2,Americas
Bolivia,2008,306,0.012,40.2,71.2,Americas
Bolivia,2008,247,0.012,40.2,71.2,Americas
Bolivia,2008,392,0.012,40.2,71.2,Americas
Bolivia,2008,340,0.012,40.2,71.2,Americas
Bolivia,2008,252,0.012,40.2,71.2,Americas
Bolivia,2008,324,0.012,40.2,71.2,Americas
Bolivia,2008,370,0.012,40.2,71.2,Americas
Bolivia,2008,341,0.012,40.2,71.2,Americas
Bolivia,2008,232,0.012,40.2,71.2,Americas
Bolivia,2008,396,0.012,40.2,71.2,Americas
Bolivia,2008,331,0.012,40.2,71.2,Americas
Bolivia,2008,324,0.012,40.2,71.2,Americas
Bolivia,2008,239,0.012,40.2,71.2,Americas
Bolivia,2008,300,0.012,40.2,71.2,Americas
Bolivia,2008,300,0.012,40.2,71.2,Americas
Bolivia,2008,365,0.012,40.2,71.2,Americas
Bolivia,2008,271,0.012,40.2,71.2,Americas
Bolivia,2008,376,0.012,40.2,71.2,Americas
Bolivia,2008,248,0.012,40.2,71.2,Americas
Bolivia,2008,290,0.012,40.2,71.2,Americas
Bolivia,2008,224,0.012,40.2,71.2,Americas
Bolivia,2008,249,0.012,40.2,71.2,Americas
Bolivia,2008,322,0.012,40.2,71.2,Americas
Bolivia,2008,406,0.012,40.2,71.2,Americas
Bolivia,2008,293,0.012,40.2,71.2,Americas
Bolivia,2008,298,0.012,40.2,71.2,Americas
Bolivia,2008,316,0.012,40.2,71.2,Americas
Bolivia,2008,409,0.012,40.2,71.2,Americas
Bolivia,2008,383,0.012,40.2,71.2,Americas
Bolivia,2008,429,0.012,40.2,71.2,Americas
Bolivia,2008,225,0.027,40.2,71.2,Americas
Bolivia,2008,309,0.027,40.2,71.2,Americas
Bolivia,2008,347,0.027,40.2,71.2,Americas
Bolivia,2008,296,0.027,40.2,71.2,Americas
Bolivia,2008,321,0.027,40.2,71.2,Americas
Bolivia,2008,311,0.027,40.2,71.2,Americas
Bolivia,2008,213,0.027,40.2,71.2,Americas
Bolivia,2008,370,0.027,40.2,71.2,Americas
Bolivia,2008,387,0.027,40.2,71.2,Americas
Bolivia,2008,412,0.027,40.2,71.2,Americas
Bolivia,2008,179,0.027,40.2,71.2,Americas
Bolivia,2008,207,0.027,40.2,71.2,Americas
Bolivia,2008,359,0.027,40.2,71.2,Americas
Bolivia,2008,236,0.027,40.2,71.2,Americas
Bolivia,2008,360,0.027,40.2,71.2,Americas
Bolivia,2008,430,0.027,40.2,71.2,Americas
Bolivia,2008,291,0.027,40.2,71.2,Americas
Bolivia,2008,375,0.027,40.2,71.2,Americas
Bolivia,2008,299,0.027,40.2,71.2,Americas
Bolivia,2008,349,0.027,40.2,71.2,Americas
Bolivia,2008,490,0.027,40.2,71.2,Americas
Bolivia,2008,187,0.027,40.2,71.2,Americas
Bolivia,2008,306,0.027,40.2,71.2,Americas
Bolivia,2008,247,0.027,40.2,71.2,Americas
Bolivia,2008,392,0.027,40.2,71.2,Americas
Bolivia,2008,340,0.027,40.2,71.2,Americas
Bolivia,2008,252,0.027,40.2,71.2,Americas
Bolivia,2008,324,0.027,40.2,71.2,Americas
Bolivia,2008,370,0.027,40.2,71.2,Americas
Bolivia,2008,341,0.027,40.2,71.2,Americas
Bolivia,2008,232,0.027,40.2,71.2,Americas
Bolivia,2008,396,0.027,40.2,71.2,Americas
Bolivia,2008,331,0.027,40.2,71.2,Americas
Bolivia,2008,324,0.027,40.2,71.2,Americas
Bolivia,2008,239,0.027,40.2,71.2,Americas
Bolivia,2008,300,0.027,40.2,71.2,Americas
Bolivia,2008,300,0.027,40.2,71.2,Americas
Bolivia,2008,365,0.027,40.2,71.2,Americas
Bolivia,2008,271,0.027,40.2,71.2,Americas
Bolivia,2008,376,0.027,40.2,71.2,Americas
Bolivia,2008,248,0.027,40.2,71.2,Americas
Bolivia,2008,290,0.027,40.2,71.2,Americas
Bolivia,2008,224,0.027,40.2,71.2,Americas
Bolivia,2008,249,0.027,40.2,71.2,Americas
Bolivia,2008,322,0.027,40.2,71.2,Americas
Bolivia,2008,406,0.027,40.2,71.2,Americas
Bolivia,2008,293,0.027,40.2,71.2,Americas
Bolivia,2008,298,0.027,40.2,71.2,Americas
Bolivia,2008,316,0.027,40.2,71.2,Americas
Bolivia,2008,409,0.027,40.2,71.2,Americas
Bolivia,2008,383,0.027,40.2,71.2,Americas
Bolivia,2008,429,0.027,40.2,71.2,Americas
Bolivia,2008,225,0.027,40.2,71.2,Americas
Bolivia,2008,309,0.027,40.2,71.2,Americas
Bolivia,2008,347,0.027,40.2,71.2,Americas
Bolivia,2008,296,0.027,40.2,71.2,Americas
Bolivia,2008,321,0.027,40.2,71.2,Americas
Bolivia,2008,311,0.027,40.2,71.2,Americas
Bolivia,2008,213,0.027,40.2,71.2,Americas
Bolivia,2008,370,0.027,40.2,71.2,Americas
Bolivia,2008,387,0.027,40.2,71.2,Americas
Bolivia,2008,412,0.027,40.2,71.2,Americas
Bolivia,2008,179,0.027,40.2,71.2,Americas
Bolivia,2008,207,0.027,40.2,71.2,Americas
Bolivia,2008,359,0.027,40.2,71.2,Americas
Bolivia,2008,236,0.027,40.2,71.2,Americas
Bolivia,2008,360,0.027,40.2,71.2,Americas
Bolivia,2008,430,0.027,40.2,71.2,Americas
Bolivia,2008,291,0.027,40.2,71.2,Americas
Bolivia,2008,375,0.027,40.2,71.2,Americas
Bolivia,2008,299,0.027,40.2,71.2,Americas
Bolivia,2008,349,0.027,40.2,71.2,Americas
Bolivia,2008,490,0.027,40.2,71.2,Americas
Bolivia,2008,187,0.027,40.2,71.2,Americas
Bolivia,2008,306,0.027,40.2,71.2,Americas
Bolivia,2008,247,0.027,40.2,71.2,Americas
Bolivia,2008,392,0.027,40.2,71.2,Americas
Bolivia,2008,340,0.027,40.2,71.2,Americas
Bolivia,2008,252,0.027,40.2,71.2,Americas
Bolivia,2008,324,0.027,40.2,71.2,Americas
Bolivia,2008,370,0.027,40.2,71.2,Americas
Bolivia,2008,341,0.027,40.2,71.2,Americas
Bolivia,2008,232,0.027,40.2,71.2,Americas
Bolivia,2008,396,0.027,40.2,71.2,Americas
Bolivia,2008,331,0.027,40.2,71.2,Americas
Bolivia,2008,324,0.027,40.2,71.2,Americas
Bolivia,2008,239,0.027,40.2,71.2,Americas
Bolivia,2008,300,0.027,40.2,71.2,Americas
Bolivia,2008,300,0.027,40.2,71.2,Americas
Bolivia,2008,365,0.027,40.2,71.2,Americas
Bolivia,2008,271,0.027,40.2,71.2,Americas
Bolivia,2008,376,0.027,40.2,71.2,Americas
Bolivia,2008,248,0.027,40.2,71.2,Americas
Bolivia,2008,290,0.027,40.2,71.2,Americas
Bolivia,2008,224,0.027,40.2,71.2,Americas
Bolivia,2008,249,0.027,40.2,71.2,Americas
Bolivia,2008,322,0.027,40.2,71.2,Americas
Bolivia,2008,406,0.027,40.2,71.2,Americas
Bolivia,2008,293,0.027,40.2,71.2,Americas
Bolivia,2008,298,0.027,40.2,71.2,Americas
Bolivia,2008,316,0.027,40.2,71.2,Americas
Bolivia,2008,409,0.027,40.2,71.2,Americas
Bolivia,2008,383,0.027,40.2,71.2,Americas
Bolivia,2008,429,0.027,40.2,71.2,Americas
Bolivia,2008,225,0.014,40.2,71.2,Americas
Bolivia,2008,309,0.014,40.2,71.2,Americas
Bolivia,2008,347,0.014,40.2,71.2,Americas
Bolivia,2008,296,0.014,40.2,71.2,Americas
Bolivia,2008,321,0.014,40.2,71.2,Americas
Bolivia,2008,311,0.014,40.2,71.2,Americas
Bolivia,2008,213,0.014,40.2,71.2,Americas
Bolivia,2008,370,0.014,40.2,71.2,Americas
Bolivia,2008,387,0.014,40.2,71.2,Americas
Bolivia,2008,412,0.014,40.2,71.2,Americas
Bolivia,2008,179,0.014,40.2,71.2,Americas
Bolivia,2008,207,0.014,40.2,71.2,Americas
Bolivia,2008,359,0.014,40.2,71.2,Americas
Bolivia,2008,236,0.014,40.2,71.2,Americas
Bolivia,2008,360,0.014,40.2,71.2,Americas
Bolivia,2008,430,0.014,40.2,71.2,Americas
Bolivia,2008,291,0.014,40.2,71.2,Americas
Bolivia,2008,375,0.014,40.2,71.2,Americas
Bolivia,2008,299,0.014,40.2,71.2,Americas
Bolivia,2008,349,0.014,40.2,71.2,Americas
Bolivia,2008,490,0.014,40.2,71.2,Americas
Bolivia,2008,187,0.014,40.2,71.2,Americas
Bolivia,2008,306,0.014,40.2,71.2,Americas
Bolivia,2008,247,0.014,40.2,71.2,Americas
Bolivia,2008,392,0.014,40.2,71.2,Americas
Bolivia,2008,340,0.014,40.2,71.2,Americas
Bolivia,2008,252,0.014,40.2,71.2,Americas
Bolivia,2008,324,0.014,40.2,71.2,Americas
Bolivia,2008,370,0.014,40.2,71.2,Americas
Bolivia,2008,341,0.014,40.2,71.2,Americas
Bolivia,2008,232,0.014,40.2,71.2,Americas
Bolivia,2008,396,0.014,40.2,71.2,Americas
Bolivia,2008,331,0.014,40.2,71.2,Americas
Bolivia,2008,324,0.014,40.2,71.2,Americas
Bolivia,2008,239,0.014,40.2,71.2,Americas
Bolivia,2008,300,0.014,40.2,71.2,Americas
Bolivia,2008,300,0.014,40.2,71.2,Americas
Bolivia,2008,365,0.014,40.2,71.2,Americas
Bolivia,2008,271,0.014,40.2,71.2,Americas
Bolivia,2008,376,0.014,40.2,71.2,Americas
Bolivia,2008,248,0.014,40.2,71.2,Americas
Bolivia,2008,290,0.014,40.2,71.2,Americas
Bolivia,2008,224,0.014,40.2,71.2,Americas
Bolivia,2008,249,0.014,40.2,71.2,Americas
Bolivia,2008,322,0.014,40.2,71.2,Americas
Bolivia,2008,406,0.014,40.2,71.2,Americas
Bolivia,2008,293,0.014,40.2,71.2,Americas
Bolivia,2008,298,0.014,40.2,71.2,Americas
Bolivia,2008,316,0.014,40.2,71.2,Americas
Bolivia,2008,409,0.014,40.2,71.2,Americas
Bolivia,2008,383,0.014,40.2,71.2,Americas
Bolivia,2008,429,0.014,40.2,71.2,Americas
Bolivia,2008,225,0.036,40.2,71.2,Americas
Bolivia,2008,309,0.036,40.2,71.2,Americas
Bolivia,2008,347,0.036,40.2,71.2,Americas
Bolivia,2008,296,0.036,40.2,71.2,Americas
Bolivia,2008,321,0.036,40.2,71.2,Americas
Bolivia,2008,311,0.036,40.2,71.2,Americas
Bolivia,2008,213,0.036,40.2,71.2,Americas
Bolivia,2008,370,0.036,40.2,71.2,Americas
Bolivia,2008,387,0.036,40.2,71.2,Americas
Bolivia,2008,412,0.036,40.2,71.2,Americas
Bolivia,2008,179,0.036,40.2,71.2,Americas
Bolivia,2008,207,0.036,40.2,71.2,Americas
Bolivia,2008,359,0.036,40.2,71.2,Americas
Bolivia,2008,236,0.036,40.2,71.2,Americas
Bolivia,2008,360,0.036,40.2,71.2,Americas
Bolivia,2008,430,0.036,40.2,71.2,Americas
Bolivia,2008,291,0.036,40.2,71.2,Americas
Bolivia,2008,375,0.036,40.2,71.2,Americas
Bolivia,2008,299,0.036,40.2,71.2,Americas
Bolivia,2008,349,0.036,40.2,71.2,Americas
Bolivia,2008,490,0.036,40.2,71.2,Americas
Bolivia,2008,187,0.036,40.2,71.2,Americas
Bolivia,2008,306,0.036,40.2,71.2,Americas
Bolivia,2008,247,0.036,40.2,71.2,Americas
Bolivia,2008,392,0.036,40.2,71.2,Americas
Bolivia,2008,340,0.036,40.2,71.2,Americas
Bolivia,2008,252,0.036,40.2,71.2,Americas
Bolivia,2008,324,0.036,40.2,71.2,Americas
Bolivia,2008,370,0.036,40.2,71.2,Americas
Bolivia,2008,341,0.036,40.2,71.2,Americas
Bolivia,2008,232,0.036,40.2,71.2,Americas
Bolivia,2008,396,0.036,40.2,71.2,Americas
Bolivia,2008,331,0.036,40.2,71.2,Americas
Bolivia,2008,324,0.036,40.2,71.2,Americas
Bolivia,2008,239,0.036,40.2,71.2,Americas
Bolivia,2008,300,0.036,40.2,71.2,Americas
Bolivia,2008,300,0.036,40.2,71.2,Americas
Bolivia,2008,365,0.036,40.2,71.2,Americas
Bolivia,2008,271,0.036,40.2,71.2,Americas
Bolivia,2008,376,0.036,40.2,71.2,Americas
Bolivia,2008,248,0.036,40.2,71.2,Americas
Bolivia,2008,290,0.036,40.2,71.2,Americas
Bolivia,2008,224,0.036,40.2,71.2,Americas
Bolivia,2008,249,0.036,40.2,71.2,Americas
Bolivia,2008,322,0.036,40.2,71.2,Americas
Bolivia,2008,406,0.036,40.2,71.2,Americas
Bolivia,2008,293,0.036,40.2,71.2,Americas
Bolivia,2008,298,0.036,40.2,71.2,Americas
Bolivia,2008,316,0.036,40.2,71.2,Americas
Bolivia,2008,409,0.036,40.2,71.2,Americas
Bolivia,2008,383,0.036,40.2,71.2,Americas
Bolivia,2008,429,0.036,40.2,71.2,Americas
Bolivia,2008,225,0.03,40.2,71.2,Americas
Bolivia,2008,309,0.03,40.2,71.2,Americas
Bolivia,2008,347,0.03,40.2,71.2,Americas
Bolivia,2008,296,0.03,40.2,71.2,Americas
Bolivia,2008,321,0.03,40.2,71.2,Americas
Bolivia,2008,311,0.03,40.2,71.2,Americas
Bolivia,2008,213,0.03,40.2,71.2,Americas
Bolivia,2008,370,0.03,40.2,71.2,Americas
Bolivia,2008,387,0.03,40.2,71.2,Americas
Bolivia,2008,412,0.03,40.2,71.2,Americas
Bolivia,2008,179,0.03,40.2,71.2,Americas
Bolivia,2008,207,0.03,40.2,71.2,Americas
Bolivia,2008,359,0.03,40.2,71.2,Americas
Bolivia,2008,236,0.03,40.2,71.2,Americas
Bolivia,2008,360,0.03,40.2,71.2,Americas
Bolivia,2008,430,0.03,40.2,71.2,Americas
Bolivia,2008,291,0.03,40.2,71.2,Americas
Bolivia,2008,375,0.03,40.2,71.2,Americas
Bolivia,2008,299,0.03,40.2,71.2,Americas
Bolivia,2008,349,0.03,40.2,71.2,Americas
Bolivia,2008,490,0.03,40.2,71.2,Americas
Bolivia,2008,187,0.03,40.2,71.2,Americas
Bolivia,2008,306,0.03,40.2,71.2,Americas
Bolivia,2008,247,0.03,40.2,71.2,Americas
Bolivia,2008,392,0.03,40.2,71.2,Americas
Bolivia,2008,340,0.03,40.2,71.2,Americas
