"year","month","day","country","dengue_activity"
2009,"08","02","Brazil",0.055
2009,"08","02","India",0.084
2009,"08","02","Indonesia",0.161
2009,"08","02","Mexico",0.18
2009,"08","02","Philippines",0.131
2009,"08","02","Singapore",0.107
2009,"08","02","Thailand",0.147
2009,"08","02","Venezuela",0.191
2009,"08","09","Argentina",0.142
2009,"08","09","Bolivia",0.058
2009,"08","09","Brazil",0.058
2009,"08","09","India",0.096
2009,"08","09","Indonesia",0.177
2009,"08","09","Mexico",0.198
2009,"08","09","Philippines",0.126
2009,"08","09","Singapore",0.098
2009,"08","09","Thailand",0.144
2009,"08","09","Venezuela",0.195
2009,"08","16","Argentina",0.152
2009,"08","16","Bolivia",0.066
2009,"08","16","Brazil",0.078
2009,"08","16","India",0.106
2009,"08","16","Indonesia",0.133
2009,"08","16","Mexico",0.218
2009,"08","16","Philippines",0.143
2009,"08","16","Singapore",0.098
2009,"08","16","Thailand",0.165
2009,"08","16","Venezuela",0.201
2009,"08","23","Argentina",0.212
2009,"08","23","Bolivia",0.055
2009,"08","23","Brazil",0.079
2009,"08","23","India",0.114
2009,"08","23","Indonesia",0.151
2009,"08","23","Mexico",0.271
2009,"08","23","Philippines",0.156
2009,"08","23","Singapore",0.087
2009,"08","23","Thailand",0.168
2009,"08","23","Venezuela",0.23
2009,"08","30","Argentina",0.224
2009,"08","30","Bolivia",0.066
2009,"08","30","Brazil",0.076
2009,"08","30","India",0.098
2009,"08","30","Indonesia",0.145
2009,"08","30","Mexico",0.452
2009,"08","30","Philippines",0.171
2009,"08","30","Singapore",0.086
2009,"08","30","Thailand",0.139
2009,"08","30","Venezuela",0.239
2009,"09","06","Argentina",0.166
2009,"09","06","Bolivia",0.07
2009,"09","06","Brazil",0.064
2009,"09","06","India",0.112
2009,"09","06","Indonesia",0.136
2009,"09","06","Mexico",0.652
2009,"09","06","Philippines",0.176
2009,"09","06","Singapore",0.084
2009,"09","06","Thailand",0.137
2009,"09","06","Venezuela",0.252
2009,"09","13","Argentina",0.147
2009,"09","13","Bolivia",0.056
2009,"09","13","Brazil",0.08
2009,"09","13","India",0.125
2009,"09","13","Indonesia",0.116
2009,"09","13","Mexico",0.769
2009,"09","13","Philippines",0.184
2009,"09","13","Singapore",0.085
2009,"09","13","Thailand",0.125
2009,"09","13","Venezuela",0.252
2009,"09","20","Argentina",0.149
2009,"09","20","Bolivia",0.034
2009,"09","20","Brazil",0.065
2009,"09","20","India",0.14
2009,"09","20","Indonesia",0.108
2009,"09","20","Mexico",0.943
2009,"09","20","Philippines",0.186
2009,"09","20","Singapore",0.094
2009,"09","20","Thailand",0.104
2009,"09","20","Venezuela",0.28
2009,"09","27","Argentina",0.21
2009,"09","27","Bolivia",0.044
2009,"09","27","Brazil",0.063
2009,"09","27","India",0.173
2009,"09","27","Indonesia",0.135
2009,"09","27","Mexico",1
2009,"09","27","Philippines",0.161
2009,"09","27","Singapore",0.091
2009,"09","27","Thailand",0.093
2009,"09","27","Venezuela",0.347
2009,"10","04","Argentina",0.287
2009,"10","04","Bolivia",0.048
2009,"10","04","Brazil",0.053
2009,"10","04","India",0.215
2009,"10","04","Indonesia",0.138
2009,"10","04","Mexico",0.977
2009,"10","04","Philippines",0.167
2009,"10","04","Singapore",0.091
2009,"10","04","Thailand",0.08
2009,"10","04","Venezuela",0.405
2009,"10","11","Argentina",0.347
2009,"10","11","Bolivia",0.049
2009,"10","11","Brazil",0.044
2009,"10","11","India",0.241
2009,"10","11","Indonesia",0.139
2009,"10","11","Mexico",0.988
2009,"10","11","Philippines",0.159
2009,"10","11","Singapore",0.091
2009,"10","11","Thailand",0.069
2009,"10","11","Venezuela",0.473
2009,"10","18","Argentina",0.463
2009,"10","18","Bolivia",0.057
2009,"10","18","Brazil",0.074
2009,"10","18","India",0.292
2009,"10","18","Indonesia",0.135
2009,"10","18","Mexico",0.847
2009,"10","18","Philippines",0.147
2009,"10","18","Singapore",0.094
2009,"10","18","Thailand",0.066
2009,"10","18","Venezuela",0.586
2009,"10","25","Argentina",0.46
2009,"10","25","Bolivia",0.043
2009,"10","25","Brazil",0.086
2009,"10","25","India",0.335
2009,"10","25","Indonesia",0.141
2009,"10","25","Mexico",0.729
2009,"10","25","Philippines",0.194
2009,"10","25","Singapore",0.091
2009,"10","25","Thailand",0.071
2009,"10","25","Venezuela",0.637
2009,"11","01","Argentina",0.366
2009,"11","01","Bolivia",0.037
2009,"11","01","Brazil",0.109
2009,"11","01","India",0.316
2009,"11","01","Indonesia",0.158
2009,"11","01","Mexico",0.644
2009,"11","01","Philippines",0.15
2009,"11","01","Singapore",0.085
2009,"11","01","Thailand",0.09
2009,"11","01","Venezuela",0.656
2009,"11","08","Argentina",0.371
2009,"11","08","Bolivia",0.044
2009,"11","08","Brazil",0.118
2009,"11","08","India",0.267
2009,"11","08","Indonesia",0.146
2009,"11","08","Mexico",0.567
2009,"11","08","Philippines",0.146
2009,"11","08","Singapore",0.086
2009,"11","08","Thailand",0.102
2009,"11","08","Venezuela",0.681
2009,"11","15","Argentina",0.427
2009,"11","15","Bolivia",0.035
2009,"11","15","Brazil",0.122
2009,"11","15","India",0.206
2009,"11","15","Indonesia",0.143
2009,"11","15","Mexico",0.59
2009,"11","15","Philippines",0.154
2009,"11","15","Singapore",0.088
2009,"11","15","Thailand",0.112
2009,"11","15","Venezuela",0.69
2009,"11","22","Argentina",0.373
2009,"11","22","Bolivia",0.043
2009,"11","22","Brazil",0.142
2009,"11","22","India",0.17
2009,"11","22","Indonesia",0.123
2009,"11","22","Mexico",0.432
2009,"11","22","Philippines",0.177
2009,"11","22","Singapore",0.088
2009,"11","22","Thailand",0.107
2009,"11","22","Venezuela",0.729
2009,"11","29","Argentina",0.349
2009,"11","29","Bolivia",0.038
2009,"11","29","Brazil",0.121
2009,"11","29","India",0.125
2009,"11","29","Indonesia",0.153
2009,"11","29","Mexico",0.31
2009,"11","29","Philippines",0.17
2009,"11","29","Singapore",0.09
2009,"11","29","Thailand",0.097
2009,"11","29","Venezuela",0.626
2009,"12","06","Argentina",0.275
2009,"12","06","Bolivia",0.037
2009,"12","06","Brazil",0.103
2009,"12","06","India",0.105
2009,"12","06","Indonesia",0.144
2009,"12","06","Mexico",0.24
2009,"12","06","Philippines",0.164
2009,"12","06","Singapore",0.095
2009,"12","06","Thailand",0.087
2009,"12","06","Venezuela",0.573
2009,"12","13","Argentina",0.412
2009,"12","13","Bolivia",0.027
2009,"12","13","Brazil",0.11
2009,"12","13","India",0.08
2009,"12","13","Indonesia",0.141
2009,"12","13","Mexico",0.185
2009,"12","13","Philippines",0.15
2009,"12","13","Singapore",0.093
2009,"12","13","Thailand",0.093
2009,"12","13","Venezuela",0.502
2009,"12","20","Argentina",0.388
2009,"12","20","Bolivia",0.018
2009,"12","20","Brazil",0.108
2009,"12","20","India",0.069
2009,"12","20","Indonesia",0.129
2009,"12","20","Mexico",0.13
2009,"12","20","Philippines",0.135
2009,"12","20","Singapore",0.089
2009,"12","20","Thailand",0.089
2009,"12","20","Venezuela",0.45
2009,"12","27","Argentina",0.4
2009,"12","27","Bolivia",0.013
2009,"12","27","Brazil",0.127
2009,"12","27","India",0.067
2009,"12","27","Indonesia",0.13
2009,"12","27","Mexico",0.129
2009,"12","27","Philippines",0.177
2009,"12","27","Singapore",0.093
2009,"12","27","Thailand",0.077
2009,"12","27","Venezuela",0.434
2010,"01","03","Argentina",0.482
2010,"01","03","Bolivia",0.011
2010,"01","03","Brazil",0.161
2010,"01","03","India",0.071
2010,"01","03","Indonesia",0.15
2010,"01","03","Mexico",0.106
2010,"01","03","Philippines",0.175
2010,"01","03","Singapore",0.095
2010,"01","03","Thailand",0.079
2010,"01","03","Venezuela",0.471
2010,"01","10","Argentina",0.386
2010,"01","10","Bolivia",0.014
2010,"01","10","Brazil",0.185
2010,"01","10","India",0.057
2010,"01","10","Indonesia",0.178
2010,"01","10","Mexico",0.096
2010,"01","10","Philippines",0.17
2010,"01","10","Singapore",0.104
2010,"01","10","Thailand",0.096
2010,"01","10","Venezuela",0.414
2010,"01","17","Argentina",0.361
2010,"01","17","Bolivia",0.019
2010,"01","17","Brazil",0.199
2010,"01","17","India",0.051
2010,"01","17","Indonesia",0.17
2010,"01","17","Mexico",0.089
2010,"01","17","Philippines",0.151
2010,"01","17","Singapore",0.11
2010,"01","17","Thailand",0.095
2010,"01","17","Venezuela",0.395
2010,"01","24","Argentina",0.258
2010,"01","24","Bolivia",0.024
2010,"01","24","Brazil",0.212
2010,"01","24","India",0.045
2010,"01","24","Indonesia",0.167
2010,"01","24","Mexico",0.093
2010,"01","24","Philippines",0.166
2010,"01","24","Singapore",0.1
2010,"01","24","Thailand",0.093
2010,"01","24","Venezuela",0.371
2010,"01","31","Argentina",0.21
2010,"01","31","Bolivia",0.022
2010,"01","31","Brazil",0.257
2010,"01","31","India",0.041
2010,"01","31","Indonesia",0.174
2010,"01","31","Mexico",0.08
2010,"01","31","Philippines",0.169
2010,"01","31","Singapore",0.097
2010,"01","31","Thailand",0.096
2010,"01","31","Venezuela",0.362
2010,"02","07","Argentina",0.251
2010,"02","07","Bolivia",0.028
2010,"02","07","Brazil",0.318
2010,"02","07","India",0.041
2010,"02","07","Indonesia",0.168
2010,"02","07","Mexico",0.085
2010,"02","07","Philippines",0.146
2010,"02","07","Singapore",0.097
2010,"02","07","Thailand",0.094
2010,"02","07","Venezuela",0.337
2010,"02","14","Argentina",0.455
2010,"02","14","Bolivia",0.031
2010,"02","14","Brazil",0.37
2010,"02","14","India",0.038
2010,"02","14","Indonesia",0.164
2010,"02","14","Mexico",0.078
2010,"02","14","Philippines",0.148
2010,"02","14","Singapore",0.096
2010,"02","14","Thailand",0.096
2010,"02","14","Venezuela",0.345
2010,"02","21","Argentina",0.284
2010,"02","21","Bolivia",0.062
2010,"02","21","Brazil",0.583
2010,"02","21","India",0.027
2010,"02","21","Indonesia",0.153
2010,"02","21","Mexico",0.075
2010,"02","21","Philippines",0.138
2010,"02","21","Singapore",0.098
2010,"02","21","Thailand",0.095
2010,"02","21","Venezuela",0.373
2010,"02","28","Argentina",0.306
2010,"02","28","Bolivia",0.092
2010,"02","28","Brazil",0.596
2010,"02","28","India",0.02
2010,"02","28","Indonesia",0.161
2010,"02","28","Mexico",0.082
2010,"02","28","Philippines",0.125
2010,"02","28","Singapore",0.098
2010,"02","28","Thailand",0.102
2010,"02","28","Venezuela",0.361
2010,"03","07","Argentina",0.316
2010,"03","07","Bolivia",0.081
2010,"03","07","Brazil",0.626
2010,"03","07","India",0.016
2010,"03","07","Indonesia",0.168
2010,"03","07","Mexico",0.09
2010,"03","07","Philippines",0.12
2010,"03","07","Singapore",0.09
2010,"03","07","Thailand",0.107
2010,"03","07","Venezuela",0.366
2010,"03","14","Argentina",0.287
2010,"03","14","Bolivia",0.065
2010,"03","14","Brazil",0.623
2010,"03","14","India",0.017
2010,"03","14","Indonesia",0.167
2010,"03","14","Mexico",0.09
2010,"03","14","Philippines",0.138
2010,"03","14","Singapore",0.089
2010,"03","14","Thailand",0.096
2010,"03","14","Venezuela",0.375
2010,"03","21","Argentina",0.229
2010,"03","21","Bolivia",0.065
2010,"03","21","Brazil",0.652
2010,"03","21","India",0.017
2010,"03","21","Indonesia",0.161
2010,"03","21","Mexico",0.107
2010,"03","21","Philippines",0.113
2010,"03","21","Singapore",0.106
2010,"03","21","Thailand",0.095
2010,"03","21","Venezuela",0.35
2010,"03","28","Argentina",0.229
2010,"03","28","Bolivia",0.047
2010,"03","28","Brazil",0.586
2010,"03","28","India",0.012
2010,"03","28","Indonesia",0.154
2010,"03","28","Mexico",0.067
2010,"03","28","Philippines",0.117
2010,"03","28","Singapore",0.106
2010,"03","28","Thailand",0.082
2010,"03","28","Venezuela",0.325
2010,"04","04","Argentina",0.181
2010,"04","04","Bolivia",0.049
2010,"04","04","Brazil",0.623
2010,"04","04","India",0.013
2010,"04","04","Indonesia",0.158
2010,"04","04","Mexico",0.085
2010,"04","04","Philippines",0.097
2010,"04","04","Singapore",0.113
2010,"04","04","Thailand",0.072
2010,"04","04","Venezuela",0.351
2010,"04","11","Argentina",0.147
2010,"04","11","Bolivia",0.046
2010,"04","11","Brazil",0.62
2010,"04","11","India",0.009
2010,"04","11","Indonesia",0.154
2010,"04","11","Mexico",0.103
2010,"04","11","Philippines",0.089
2010,"04","11","Singapore",0.101
2010,"04","11","Thailand",0.069
2010,"04","11","Venezuela",0.349
2010,"04","18","Argentina",0.142
2010,"04","18","Bolivia",0.036
2010,"04","18","Brazil",0.499
2010,"04","18","India",0.013
2010,"04","18","Indonesia",0.151
2010,"04","18","Mexico",0.099
2010,"04","18","Philippines",0.097
2010,"04","18","Singapore",0.112
2010,"04","18","Thailand",0.078
2010,"04","18","Venezuela",0.369
2010,"04","25","Argentina",0.104
2010,"04","25","Bolivia",0.032
2010,"04","25","Brazil",0.465
2010,"04","25","India",0.014
2010,"04","25","Indonesia",0.158
2010,"04","25","Mexico",0.109
2010,"04","25","Philippines",0.107
2010,"04","25","Singapore",0.116
2010,"04","25","Thailand",0.096
2010,"04","25","Venezuela",0.42
2010,"05","02","Argentina",0.101
2010,"05","02","Bolivia",0.032
2010,"05","02","Brazil",0.482
2010,"05","02","India",0.013
2010,"05","02","Indonesia",0.133
2010,"05","02","Mexico",0.102
2010,"05","02","Philippines",0.109
2010,"05","02","Singapore",0.108
2010,"05","02","Thailand",0.097
2010,"05","02","Venezuela",0.464
2010,"05","09","Argentina",0.087
2010,"05","09","Bolivia",0.026
2010,"05","09","Brazil",0.396
2010,"05","09","India",0.016
2010,"05","09","Indonesia",0.139
2010,"05","09","Mexico",0.105
2010,"05","09","Philippines",0.1
2010,"05","09","Singapore",0.104
2010,"05","09","Thailand",0.114
2010,"05","09","Venezuela",0.582
2010,"05","16","Argentina",0.07
2010,"05","16","Bolivia",0.024
2010,"05","16","Brazil",0.349
2010,"05","16","India",0.023
2010,"05","16","Indonesia",0.144
2010,"05","16","Mexico",0.116
2010,"05","16","Philippines",0.113
2010,"05","16","Singapore",0.102
2010,"05","16","Thailand",0.17
2010,"05","16","Venezuela",0.744
2010,"05","23","Argentina",0.06
2010,"05","23","Bolivia",0.025
2010,"05","23","Brazil",0.286
2010,"05","23","India",0.027
2010,"05","23","Indonesia",0.144
2010,"05","23","Mexico",0.117
2010,"05","23","Philippines",0.113
2010,"05","23","Singapore",0.107
2010,"05","23","Thailand",0.156
2010,"05","23","Venezuela",0.948
2010,"05","30","Argentina",0.07
2010,"05","30","Bolivia",0.028
2010,"05","30","Brazil",0.229
2010,"05","30","India",0.038
2010,"05","30","Indonesia",0.135
2010,"05","30","Mexico",0.123
2010,"05","30","Philippines",0.115
2010,"05","30","Singapore",0.101
2010,"05","30","Thailand",0.221
2010,"05","30","Venezuela",1
2010,"06","06","Argentina",0.048
2010,"06","06","Bolivia",0.025
2010,"06","06","Brazil",0.213
2010,"06","06","India",0.051
2010,"06","06","Indonesia",0.126
2010,"06","06","Mexico",0.128
2010,"06","06","Philippines",0.127
2010,"06","06","Singapore",0.102
2010,"06","06","Thailand",0.286
2010,"06","06","Venezuela",0.977
2010,"06","13","Argentina",0.046
2010,"06","13","Bolivia",0.023
2010,"06","13","Brazil",0.183
2010,"06","13","India",0.058
2010,"06","13","Indonesia",0.126
2010,"06","13","Mexico",0.116
2010,"06","13","Philippines",0.118
2010,"06","13","Singapore",0.097
2010,"06","13","Thailand",0.272
2010,"06","13","Venezuela",0.96
2010,"06","20","Argentina",0.041
2010,"06","20","Bolivia",0.018
2010,"06","20","Brazil",0.165
2010,"06","20","India",0.07
2010,"06","20","Indonesia",0.124
2010,"06","20","Mexico",0.118
2010,"06","20","Philippines",0.17
2010,"06","20","Singapore",0.105
2010,"06","20","Thailand",0.299
2010,"06","20","Venezuela",0.963
2010,"06","27","Argentina",0.048
2010,"06","27","Bolivia",0.019
2010,"06","27","Brazil",0.134
2010,"06","27","India",0.079
2010,"06","27","Indonesia",0.115
2010,"06","27","Mexico",0.119
2010,"06","27","Philippines",0.218
2010,"06","27","Singapore",0.104
2010,"06","27","Thailand",0.36
2010,"06","27","Venezuela",0.977
2010,"07","04","Argentina",0.034
2010,"07","04","Bolivia",0.021
2010,"07","04","Brazil",0.125
2010,"07","04","India",0.097
2010,"07","04","Indonesia",0.112
2010,"07","04","Mexico",0.147
2010,"07","04","Philippines",0.319
2010,"07","04","Singapore",0.113
2010,"07","04","Thailand",0.385
2010,"07","04","Venezuela",0.865
2010,"07","11","Argentina",0.029
2010,"07","11","Bolivia",0.015
2010,"07","11","Brazil",0.107
2010,"07","11","India",0.102
2010,"07","11","Indonesia",0.131
2010,"07","11","Mexico",0.197
2010,"07","11","Philippines",0.39
2010,"07","11","Singapore",0.112
2010,"07","11","Thailand",0.393
2010,"07","11","Venezuela",0.761
2010,"07","18","Argentina",0.022
2010,"07","18","Bolivia",0.012
2010,"07","18","Brazil",0.099
2010,"07","18","India",0.134
2010,"07","18","Indonesia",0.132
2010,"07","18","Mexico",0.279
2010,"07","18","Philippines",0.386
2010,"07","18","Singapore",0.112
2010,"07","18","Thailand",0.39
2010,"07","18","Venezuela",0.703
2010,"07","25","Argentina",0.034
2010,"07","25","Bolivia",0.012
2010,"07","25","Brazil",0.096
2010,"07","25","India",0.165
2010,"07","25","Indonesia",0.124
2010,"07","25","Mexico",0.328
2010,"07","25","Philippines",0.486
2010,"07","25","Singapore",0.115
2010,"07","25","Thailand",0.311
2010,"07","25","Venezuela",0.658
2010,"08","01","Argentina",0.036
2010,"08","01","Bolivia",0.015
2010,"08","01","Brazil",0.093
2010,"08","01","India",0.189
2010,"08","01","Indonesia",0.127
2010,"08","01","Mexico",0.333
2010,"08","01","Philippines",0.494
2010,"08","01","Singapore",0.126
2010,"08","01","Thailand",0.381
2010,"08","01","Venezuela",0.615
2010,"08","08","Argentina",0.036
2010,"08","08","Bolivia",0.016
2010,"08","08","Brazil",0.108
2010,"08","08","India",0.214
2010,"08","08","Indonesia",0.123
2010,"08","08","Mexico",0.287
2010,"08","08","Philippines",0.58
2010,"08","08","Singapore",0.127
2010,"08","08","Thailand",0.345
2010,"08","08","Venezuela",0.611
2010,"08","15","Argentina",0.039
2010,"08","15","Bolivia",0.016
2010,"08","15","Brazil",0.103
2010,"08","15","India",0.364
2010,"08","15","Indonesia",0.12
2010,"08","15","Mexico",0.25
2010,"08","15","Philippines",0.753
2010,"08","15","Singapore",0.12
2010,"08","15","Thailand",0.486
2010,"08","15","Venezuela",0.607
2010,"08","22","Argentina",0.048
2010,"08","22","Bolivia",0.011
2010,"08","22","Brazil",0.109
2010,"08","22","India",0.513
2010,"08","22","Indonesia",0.137
2010,"08","22","Mexico",0.227
2010,"08","22","Philippines",0.882
2010,"08","22","Singapore",0.117
2010,"08","22","Thailand",0.562
2010,"08","22","Venezuela",0.552
2010,"08","29","Argentina",0.034
2010,"08","29","Bolivia",0.011
2010,"08","29","Brazil",0.102
2010,"08","29","India",0.566
2010,"08","29","Indonesia",0.118
2010,"08","29","Mexico",0.222
2010,"08","29","Philippines",1
2010,"08","29","Singapore",0.119
2010,"08","29","Thailand",0.547
2010,"08","29","Venezuela",0.529
2010,"09","05","Argentina",0.039
2010,"09","05","Bolivia",0.016
2010,"09","05","Brazil",0.087
2010,"09","05","India",0.634
2010,"09","05","Indonesia",0.093
2010,"09","05","Mexico",0.216
2010,"09","05","Philippines",0.912
2010,"09","05","Singapore",0.115
2010,"09","05","Thailand",0.433
2010,"09","05","Venezuela",0.504
2010,"09","12","Argentina",0.039
2010,"09","12","Bolivia",0.016
2010,"09","12","Brazil",0.102
2010,"09","12","India",0.705
2010,"09","12","Indonesia",0.11
2010,"09","12","Mexico",0.196
2010,"09","12","Philippines",0.845
2010,"09","12","Singapore",0.119
2010,"09","12","Thailand",0.428
2010,"09","12","Venezuela",0.464
2010,"09","19","Argentina",0.046
2010,"09","19","Bolivia",0.011
2010,"09","19","Brazil",0.096
2010,"09","19","India",0.693
2010,"09","19","Indonesia",0.133
2010,"09","19","Mexico",0.209
2010,"09","19","Philippines",0.674
2010,"09","19","Singapore",0.113
2010,"09","19","Thailand",0.345
2010,"09","19","Venezuela",0.412
2010,"09","26","Argentina",0.06
2010,"09","26","Bolivia",0.011
2010,"09","26","Brazil",0.073
2010,"09","26","India",0.626
2010,"09","26","Indonesia",0.144
2010,"09","26","Mexico",0.216
2010,"09","26","Philippines",0.548
2010,"09","26","Singapore",0.117
2010,"09","26","Thailand",0.24
2010,"09","26","Venezuela",0.414
2010,"10","03","Argentina",0.075
2010,"10","03","Bolivia",0.021
2010,"10","03","Brazil",0.065
2010,"10","03","India",0.626
2010,"10","03","Indonesia",0.143
2010,"10","03","Mexico",0.228
2010,"10","03","Philippines",0.381
2010,"10","03","Singapore",0.123
2010,"10","03","Thailand",0.174
2010,"10","03","Venezuela",0.405
2010,"10","10","Argentina",0.084
2010,"10","10","Bolivia",0.02
2010,"10","10","Brazil",0.054
2010,"10","10","India",0.572
2010,"10","10","Indonesia",0.137
2010,"10","10","Mexico",0.218
2010,"10","10","Philippines",0.288
2010,"10","10","Singapore",0.109
2010,"10","10","Thailand",0.147
2010,"10","10","Venezuela",0.437
2010,"10","17","Argentina",0.082
2010,"10","17","Bolivia",0.017
2010,"10","17","Brazil",0.08
2010,"10","17","India",0.572
2010,"10","17","Indonesia",0.143
2010,"10","17","Mexico",0.209
2010,"10","17","Philippines",0.238
2010,"10","17","Singapore",0.115
2010,"10","17","Thailand",0.119
2010,"10","17","Venezuela",0.471
2010,"10","24","Argentina",0.072
2010,"10","24","Bolivia",0.015
2010,"10","24","Brazil",0.085
2010,"10","24","India",0.442
2010,"10","24","Indonesia",0.142
2010,"10","24","Mexico",0.221
2010,"10","24","Philippines",0.214
2010,"10","24","Singapore",0.107
2010,"10","24","Thailand",0.126
2010,"10","24","Venezuela",0.568
2010,"10","31","Argentina",0.12
2010,"10","31","Bolivia",0.02
2010,"10","31","Brazil",0.096
2010,"10","31","India",0.31
2010,"10","31","Indonesia",0.135
2010,"10","31","Mexico",0.214
2010,"10","31","Philippines",0.178
2010,"10","31","Singapore",0.113
2010,"10","31","Thailand",0.11
2010,"10","31","Venezuela",0.632
2010,"11","07","Argentina",0.094
2010,"11","07","Bolivia",0.02
2010,"11","07","Brazil",0.102
2010,"11","07","India",0.258
2010,"11","07","Indonesia",0.134
2010,"11","07","Mexico",0.203
2010,"11","07","Philippines",0.174
2010,"11","07","Singapore",0.102
2010,"11","07","Thailand",0.129
2010,"11","07","Venezuela",0.628
2010,"11","14","Argentina",0.099
2010,"11","14","Bolivia",0.018
2010,"11","14","Brazil",0.114
2010,"11","14","India",0.187
2010,"11","14","Indonesia",0.118
2010,"11","14","Mexico",0.184
2010,"11","14","Philippines",0.168
2010,"11","14","Singapore",0.096
2010,"11","14","Thailand",0.13
2010,"11","14","Venezuela",0.574
2010,"11","21","Argentina",0.08
2010,"11","21","Bolivia",0.017
2010,"11","21","Brazil",0.121
2010,"11","21","India",0.144
2010,"11","21","Indonesia",0.124
2010,"11","21","Mexico",0.186
2010,"11","21","Philippines",0.191
2010,"11","21","Singapore",0.098
2010,"11","21","Thailand",0.133
2010,"11","21","Venezuela",0.553
2010,"11","28","Argentina",0.063
2010,"11","28","Bolivia",0.014
2010,"11","28","Brazil",0.102
2010,"11","28","India",0.113
2010,"11","28","Indonesia",0.142
2010,"11","28","Mexico",0.149
2010,"11","28","Philippines",0.167
2010,"11","28","Singapore",0.094
2010,"11","28","Thailand",0.121
2010,"11","28","Venezuela",0.481
2010,"12","05","Argentina",0.048
2010,"12","05","Bolivia",0.012
2010,"12","05","Brazil",0.093
2010,"12","05","India",0.093
2010,"12","05","Indonesia",0.124
2010,"12","05","Mexico",0.138
2010,"12","05","Philippines",0.177
2010,"12","05","Singapore",0.098
2010,"12","05","Thailand",0.124
2010,"12","05","Venezuela",0.432
2010,"12","12","Argentina",0.039
2010,"12","12","Bolivia",0.012
2010,"12","12","Brazil",0.094
2010,"12","12","India",0.073
2010,"12","12","Indonesia",0.128
2010,"12","12","Mexico",0.103
2010,"12","12","Philippines",0.182
2010,"12","12","Singapore",0.101
2010,"12","12","Thailand",0.122
2010,"12","12","Venezuela",0.372
2010,"12","19","Argentina",0.034
2010,"12","19","Bolivia",0.012
2010,"12","19","Brazil",0.105
2010,"12","19","India",0.061
2010,"12","19","Indonesia",0.114
2010,"12","19","Mexico",0.06
2010,"12","19","Philippines",0.185
2010,"12","19","Singapore",0.097
2010,"12","19","Thailand",0.097
2010,"12","19","Venezuela",0.323
2010,"12","26","Argentina",0.036
2010,"12","26","Bolivia",0.01
2010,"12","26","Brazil",0.101
2010,"12","26","India",0.064
2010,"12","26","Indonesia",0.105
2010,"12","26","Mexico",0.05
2010,"12","26","Philippines",0.204
2010,"12","26","Singapore",0.106
2010,"12","26","Thailand",0.087
2010,"12","26","Venezuela",0.327
2011,"01","02","Argentina",0.041
2011,"01","02","Bolivia",0.014
2011,"01","02","Brazil",0.112
2011,"01","02","India",0.067
2011,"01","02","Indonesia",0.116
2011,"01","02","Mexico",0.049
2011,"01","02","Philippines",0.197
2011,"01","02","Singapore",0.106
2011,"01","02","Thailand",0.086
2011,"01","02","Venezuela",0.34
2011,"01","09","Argentina",0.041
2011,"01","09","Bolivia",0.051
2011,"01","09","Brazil",0.126
2011,"01","09","India",0.056
2011,"01","09","Indonesia",0.128
2011,"01","09","Mexico",0.051
2011,"01","09","Philippines",0.161
2011,"01","09","Singapore",0.109
2011,"01","09","Thailand",0.101
2011,"01","09","Venezuela",0.341
2011,"01","16","Argentina",0.053
2011,"01","16","Bolivia",0.068
2011,"01","16","Brazil",0.127
2011,"01","16","India",0.056
2011,"01","16","Indonesia",0.124
2011,"01","16","Mexico",0.048
2011,"01","16","Philippines",0.171
2011,"01","16","Singapore",0.107
2011,"01","16","Thailand",0.101
2011,"01","16","Venezuela",0.348
2011,"01","23","Argentina",0.063
2011,"01","23","Bolivia",0.058
2011,"01","23","Brazil",0.15
2011,"01","23","India",0.042
2011,"01","23","Indonesia",0.121
2011,"01","23","Mexico",0.048
2011,"01","23","Philippines",0.152
2011,"01","23","Singapore",0.111
2011,"01","23","Thailand",0.092
2011,"01","23","Venezuela",0.318
2011,"01","30","Argentina",0.077
2011,"01","30","Bolivia",0.085
2011,"01","30","Brazil",0.162
2011,"01","30","India",0.036
2011,"01","30","Indonesia",0.106
2011,"01","30","Mexico",0.042
2011,"01","30","Philippines",0.151
2011,"01","30","Singapore",0.111
2011,"01","30","Thailand",0.102
2011,"01","30","Venezuela",0.322
2011,"02","06","Argentina",0.077
2011,"02","06","Bolivia",0.115
2011,"02","06","Brazil",0.216
2011,"02","06","India",0.029
2011,"02","06","Indonesia",0.112
2011,"02","06","Mexico",0.045
2011,"02","06","Philippines",0.156
2011,"02","06","Singapore",0.099
2011,"02","06","Thailand",0.104
2011,"02","06","Venezuela",0.33
2011,"02","13","Argentina",0.089
2011,"02","13","Bolivia",0.101
2011,"02","13","Brazil",0.262
2011,"02","13","India",0.024
2011,"02","13","Indonesia",0.104
2011,"02","13","Mexico",0.043
2011,"02","13","Philippines",0.168
2011,"02","13","Singapore",0.089
2011,"02","13","Thailand",0.089
2011,"02","13","Venezuela",0.32
2011,"02","20","Argentina",0.087
2011,"02","20","Bolivia",0.104
2011,"02","20","Brazil",0.324
2011,"02","20","India",0.019
2011,"02","20","Indonesia",0.11
2011,"02","20","Mexico",0.052
2011,"02","20","Philippines",0.143
2011,"02","20","Singapore",0.093
2011,"02","20","Thailand",0.091
2011,"02","20","Venezuela",0.313
2011,"02","27","Argentina",0.087
2011,"02","27","Bolivia",0.08
2011,"02","27","Brazil",0.295
2011,"02","27","India",0.015
2011,"02","27","Indonesia",0.102
